CustomerID,Income,Limit,Rating,Cards,Balance
1371-WEPDSH,57.526,3579,242,2,543
1371-WEPDSW,16.448,6165,452,3,831
1371-WEPDSX,30.782,3941,211,1,445
1371-WEPDSZ,24.252,3079,274,4,82
1373-ORVIZ,25.152,1889,281,3,0
1373-ORVIZA,127.185,2010,283,2,0
1373-ORVIZC,14.645,4868,382,1,2
1373-ORVIZCH,26.659,6341,371,1,387
1373-ORVIZH,48.069,6641,559,4,1517
1373-ORVIZW,115.741,1812,120,3,0
1373-ORVIZX,32.158,6524,484,6,833
1373-ORVIZZ,36.965,4252,367,3,373
1374-DMZUI,13.109,2486,221,2,90
1374-DMZUIA,14.044,5662,399,3,707
1374-DMZUIC,22.872,1514,186,3,60
1374-DMZUICH,15.188,3380,231,3,665
1374-DMZUIH,14.32,2360,192,3,0
1374-DMZUIW,120.935,5215,400,2,1587
1374-DMZUIX,26.532,3991,220,6,378
1374-DMZUIZ,25.81,3908,362,1,433
1376-HHBDV,37.872,3700,222,3,1448
1376-HHBDVA,54.335,4668,146,6,400
1376-HHBDVC,27.897,6597,668,2,157
1376-HHBDVCH,151.947,7886,358,3,1149
1376-HHBDVH,20.986,5325,383,1,548
1376-HHBDVW,14.378,3150,224,2,555
1376-HHBDVX,103.248,11000,151,2,300
1376-HHBDVZ,15.229,7615,494,6,1558
1379-FRVEB,75.83,4154,336,2,299
1379-FRVEBA,16.447,2050,280,3,0
1379-FRVEBC,27.231,2297,128,1,0
1379-FRVEBCH,45.358,3779,241,3,761
1379-FRVEBH,11.919,1134,133,1,0
1379-FRVEBW,54.919,4807,366,3,238
1379-FRVEBX,28.014,4492,313,2,797
1379-FRVEBZ,14.499,3709,269,2,439
1383-EZRWL,37.795,3215,251,4,207
1383-EZRWLA,32.831,2325,328,3,0
1383-EZRWLC,14.6,4574,342,2,433
1383-EZRWLCH,26.153,3746,296,2,211
1383-EZRWLH,56.904,2777,161,3,0
1383-EZRWLW,113.949,10384,465,4,991
1383-EZRWLX,24.438,4166,327,3,100
1383-EZRWLZ,118.903,5792,270,4,851
1384-RCUXW,50.355,6200,402,5,911
1384-RCUXWA,25.652,3396,207,2,0
1384-RCUXWC,21.608,5413,404,3,868
1384-RCUXWCH,30.992,3206,283,4,378
1384-RCUXWH,27.402,7792,400,3,1058
1384-RCUXWW,50.354,5614,410,3,1597
1384-RCUXWX,23.784,6564,589,6,731
1384-RCUXWZ,35.356,3178,277,3,135
1385-TQOZW,10.699,3528,262,2,191
1385-TQOZWA,71.375,3870,246,2,641
1385-TQOZWC,17.806,2560,198,5,0
1385-TQOZWCH,88.299,3366,209,4,32
1385-TQOZWH,76.83,5807,310,3,695
1385-TQOZWW,65.105,2370,299,4,0
1385-TQOZWX,13.152,4837,331,3,716
1385-TQOZWZ,41.438,3146,253,3,740
1386-ZIKUV,20.871,1300,120,3,0
1386-ZIKUVA,155.412,1141,156,3,0
1386-ZIKUVC,52.55,6679,570,5,698
1386-ZIKUVCH,28.023,2896,181,2,0
1386-ZIKUVH,50.829,6319,348,4,801
1386-ZIKUVW,13.032,2356,192,2,0
1386-ZIKUVX,17.332,5371,370,1,1448
1386-ZIKUVZ,11.232,3191,291,5,244
1389-CXMLU,125.672,3182,289,6,175
1389-CXMLUA,10.735,5908,308,2,475
1389-CXMLUC,51.32,6065,635,3,1573
1389-CXMLUCH,59.319,3607,264,2,46
1389-CXMLUH,83.718,1522,136,4,0
1389-CXMLUW,39.312,4323,386,3,488
1389-CXMLUX,16.448,3208,246,3,903
1389-CXMLUZ,20.655,3743,204,4,345
1389-WNUIB,35.277,4564,462,3,376
1389-WNUIBA,33.619,4791,300,2,131
1389-WNUIBC,23.85,3901,279,3,4
1389-WNUIBCH,114.424,1708,132,3,0
1389-WNUIBH,42.329,1311,181,2,0
1389-WNUIBW,31.765,3769,280,1,0
1389-WNUIBX,19.814,1641,189,3,0
1389-WNUIBZ,42.595,2911,264,2,100
1391-UBDAR,66.206,3033,265,3,285
1391-UBDARA,68.773,2061,305,3,0
1391-UBDARC,33.257,6613,216,3,157
1391-UBDARCH,133.195,10578,185,4,0
1391-UBDARH,27.457,3061,218,2,169
1391-UBDARW,21.759,1810,186,5,0
1391-UBDARX,115.13,4030,462,3,828
1391-UBDARZ,40.519,3163,261,1,271
1393-IMKZG,30.872,3576,297,2,218
1393-IMKZGA,74.544,3443,248,3,405
1393-IMKZGC,23.362,3108,260,2,431
1393-IMKZGCH,56.529,1751,142,2,0
1393-IMKZGH,10.726,4217,398,2,516
1393-IMKZGW,151.947,10748,569,4,1010
1393-IMKZGX,58.401,5540,429,3,628
1393-IMKZGZ,79.914,2110,226,3,0
1394-SUIUH,37.431,3791,258,3,908
1394-SUIUHA,37.717,2657,245,2,350
1394-SUIUHC,85.975,6839,530,5,1102
1394-SUIUHCH,16.835,1434,169,3,0
1394-SUIUHH,20.944,2666,133,1,0
1394-SUIUHW,139.746,1311,128,3,200
1394-SUIUHX,93.471,3288,203,4,119
1394-SUIUHZ,31.888,6204,415,4,1573
1395-OFUWC,47.003,2820,229,6,50
1395-OFUWCA,62.477,1366,122,2,0
1395-OFUWCC,104.178,9223,592,3,198
1395-OFUWCCH,14.692,5362,337,5,242
1395-OFUWCH,12.566,2741,220,4,80
1395-OFUWCW,151.947,9192,522,1,1503
1395-OFUWCX,24.329,6865,581,2,323
1395-OFUWCZ,48.082,4545,368,1,438
1395-WSWXR,58.207,1780,709,2,68
1395-WSWXRA,32.117,1699,121,4,0
1395-WSWXRC,13.367,2746,279,4,237
1395-WSWXRCH,60.816,2981,223,3,0
1395-WSWXRH,27.365,3209,205,2,685
1395-WSWXRW,28.536,2420,193,1,0
1395-WSWXRX,117.48,3601,269,2,338
1395-WSWXRZ,110.773,1958,120,5,0
1396-QWFBJ,21.393,3511,222,4,117
1396-QWFBJA,48.072,5761,435,4,311
1396-QWFBJC,10.742,5384,437,3,1398
1396-QWFBJCH,47.406,6193,406,3,426
1396-QWFBJH,23.461,6487,410,2,1424
1396-QWFBJW,60.323,5879,328,5,118
1396-QWFBJX,13.049,3883,290,4,26
1396-QWFBJZ,15.878,3492,249,2,409
1397-XKKWR,13.737,3561,283,4,110
1397-XKKWRA,37.014,6686,431,4,890
1397-XKKWRC,27.929,3316,293,5,689
1397-XKKWRCH,130.927,4521,340,3,544
1397-XKKWRH,140.678,6003,459,3,45
1397-XKKWRW,30.622,5499,374,3,591
1397-XKKWRX,18.232,1439,126,3,0
1397-XKKWRZ,36.542,7177,593,1,573
1399-OUPJN,38.847,9590,459,2,1299
1399-OUPJNA,12.277,5927,493,4,751
1399-OUPJNC,24.87,3928,285,2,384
1399-OUPJNCH,24.17,5147,398,3,974
1399-OUPJNH,57.512,6555,556,3,371
1399-OUPJNW,22.852,3430,267,3,840
1399-OUPJNX,97.085,3181,183,1,8
1399-OUPJNZ,51.466,1311,120,5,0
1399-UBQIU,10.627,5931,371,2,625
1399-UBQIUA,25.447,2638,195,1,0
1399-UBQIUC,10.726,3376,284,5,868
1399-UBQIUCH,32.375,7480,531,2,1573
1399-UBQIUH,13.605,5846,489,1,371
1399-UBQIUW,38.958,3270,276,2,118
1399-UBQIUX,30.942,1501,123,2,0
1399-UBQIUZ,21.431,4442,425,3,686
1400-MMYXY,44.921,11200,196,2,0
1400-MMYXYA,18.587,2725,126,2,0
1400-MMYXYC,11.666,3346,284,3,967
1400-MMYXYCH,10.742,2035,178,3,0
1400-MMYXYH,26.525,3750,202,3,173
1400-MMYXYW,56.885,5329,396,2,208
1400-MMYXYX,22.059,2091,119,4,0
1400-MMYXYZ,26.545,4760,395,3,979
1400-WIVLL,19.889,3269,272,1,435
1400-WIVLLA,34.597,5809,442,5,743
1400-WIVLLC,18.024,2830,197,4,0
1400-WIVLLCH,14.905,5620,417,4,647
1400-WIVLLH,78.94,6995,254,5,0
1400-WIVLLW,13.686,5490,520,1,925
1400-WIVLLX,17.209,1300,125,1,0
1400-WIVLLZ,20.216,5372,366,1,1009
1401-FTHFQ,29.176,3816,208,2,0
1401-FTHFQA,30.893,2209,287,4,0
1401-FTHFQC,64.896,5351,351,1,234
1401-FTHFQCH,47.28,2941,182,2,0
1401-FTHFQH,15.904,5833,361,2,403
1401-FTHFQW,58.947,1230,131,3,0
1401-FTHFQX,53.061,4869,383,5,190
1401-FTHFQZ,81.696,5110,449,3,868
1402-PTHGN,30.205,1511,245,1,0
1402-PTHGNA,10.74,2775,162,4,0
1402-PTHGNC,54.255,5206,471,1,564
1402-PTHGNCH,19.763,3692,294,4,439
1402-PTHGNH,38.594,3200,293,1,650
1402-PTHGNW,59.364,5183,327,5,306
1402-PTHGNX,40.978,9754,599,2,973
1402-PTHGNZ,91.585,7649,420,2,910
1403-GYAFU,73.943,4261,320,4,18
1403-GYAFUA,72.504,7952,352,2,1011
1403-GYAFUC,36.409,2737,189,3,0
1403-GYAFUCH,15.309,2101,299,6,0
1403-GYAFUH,40.871,5200,462,3,571
1403-GYAFUW,19.735,9581,425,3,1080
1403-GYAFUX,20.46,4361,452,4,477
1403-GYAFUZ,11.483,1560,123,3,80
1403-LKLIK,30.276,5820,371,5,513
1403-LKLIKA,27.073,3372,384,1,838
1403-LKLIKC,75.437,5152,558,5,853
1403-LKLIKCH,114.048,10578,301,3,340
1403-LKLIKH,59.81,5775,392,3,429
1403-LKLIKW,151.947,3600,633,1,1228
1403-LKLIKX,55.273,3160,408,2,345
1403-LKLIKZ,156.338,3203,268,1,240
1406-PUQVY,12.297,2813,238,3,5
1406-PUQVYA,19.366,6390,377,4,1573
1406-PUQVYC,34.46,5178,409,1,1587
1406-PUQVYCH,53.5,2178,251,5,0
1406-PUQVYH,120.757,4114,383,3,561
1406-PUQVYW,28.075,3467,296,3,152
1406-PUQVYX,107.859,5567,449,5,1448
1406-PUQVYZ,23.509,4591,339,2,302
1407-DIGZV,86.412,6140,523,2,545
1407-DIGZVA,19.852,4548,331,6,511
1407-DIGZVC,24.072,6320,163,3,9
1407-DIGZVCH,29.793,2823,181,2,0
1407-DIGZVH,27.42,2267,183,4,0
1407-DIGZVW,53.526,2220,129,2,0
1407-DIGZVX,55.464,1311,318,1,70
1407-DIGZVZ,155.046,1168,134,3,0
1409-PHXTF,23.335,3579,238,3,180
1409-PHXTFA,38.882,5045,500,3,1549
1409-PHXTFC,55.798,3263,271,3,0
1409-PHXTFCH,78.868,9898,417,2,1555
1409-PHXTFH,31.447,7333,667,3,961
1409-PHXTFW,33.412,4237,354,3,6
1409-PHXTFX,22.918,5317,399,3,212
1409-PHXTFZ,25.378,5498,469,2,1343
1410-RSCMR,54.559,3506,239,2,356
1410-RSCMRA,11.036,3161,215,3,370
1410-RSCMRC,149.316,5229,490,3,458
1410-RSCMRCH,29.534,3106,282,2,147
1410-RSCMRH,89.151,5618,439,3,956
1410-RSCMRW,28.729,1749,152,3,0
1410-RSCMRX,39.956,8329,325,4,765
1410-RSCMRZ,39.182,7709,308,3,942
1414-YADCW,19.122,3392,264,2,317
1414-YADCWA,17.101,1458,138,3,0
1414-YADCWC,37.508,7090,436,3,588
1414-YADCWCH,30.506,3750,240,6,280
1414-YADCWH,149.895,1497,122,2,0
1414-YADCWW,10.961,4443,331,2,868
1414-YADCWX,63.065,5020,380,3,400
1414-YADCWZ,50.376,5691,575,6,561
1415-YFWLT,29.569,3366,282,4,452
1415-YFWLTA,61.781,3606,207,3,10
1415-YFWLTC,43.432,1176,149,2,0
1415-YFWLTCH,39.2,5860,359,4,233
1415-YFWLTH,10.635,1532,186,4,0
1415-YFWLTW,47.35,5503,432,5,1448
1415-YFWLTX,10.735,4604,370,1,1548
1415-YFWLTZ,14.065,5176,389,2,421
1421-HCERK,58.949,5227,446,2,1597
1421-HCERKA,20.542,6323,324,3,1088
1421-HCERKC,149.316,2179,218,3,483
1421-HCERKCH,13.323,4523,596,3,722
1421-HCERKH,37.715,1593,149,3,0
1421-HCERKW,34.235,4672,478,2,932
1421-HCERKX,21.59,3042,232,1,304
1421-HCERKZ,18.409,5156,470,1,852
1422-DGUBX,28.488,3407,286,2,520
1422-DGUBXA,11.707,5234,368,2,352
1422-DGUBXC,67.35,5268,557,3,565
1422-DGUBXCH,67.825,6529,386,4,863
1422-DGUBXH,133.159,7244,418,3,1597
1422-DGUBXW,24.785,8752,319,4,305
1422-DGUBXX,12.228,2457,278,5,489
1422-DGUBXZ,27.589,6610,472,4,929
1423-BMPBQ,11.275,3841,286,1,663
1423-BMPBQA,160.231,2469,552,5,48
1423-BMPBQC,24.618,1212,182,3,0
1423-BMPBQCH,52.32,8744,409,2,452
1423-BMPBQH,10.902,4263,379,1,175
1423-BMPBQW,20.962,2679,199,3,40
1423-BMPBQX,16.934,2841,162,2,0
1423-BMPBQZ,66.652,3364,268,1,664
1427-VERSM,54.479,8287,323,3,1008
1427-VERSMA,15.829,2307,189,5,0
1427-VERSMC,55.779,6381,188,2,0
1427-VERSMCH,10.726,2301,285,1,65
1427-VERSMH,23.151,2588,127,3,0
1427-VERSMW,42.99,5089,380,4,691
1427-VERSMX,37.72,1917,120,3,0
1427-VERSMZ,14.994,5475,463,4,646
1428-GTBJJ,31.137,1537,119,2,0
1428-GTBJJA,16.925,4700,241,2,459
1428-GTBJJC,150.539,11200,647,2,94
1428-GTBJJCH,29.576,4516,439,3,9
1428-GTBJJH,19.371,3476,222,4,288
1428-GTBJJW,41.655,5999,397,2,558
1428-GTBJJX,131.998,1160,220,4,4
1428-GTBJJZ,15.237,5364,752,5,318
1428-IEDPR,29.516,6357,584,1,132
1428-IEDPRA,90.045,3017,226,4,84
1428-IEDPRC,23.47,2739,271,4,0
1428-IEDPRCH,33.28,3671,186,2,0
1428-IEDPRH,149.316,7840,564,5,706
1428-IEDPRW,20.556,4086,386,1,413
1428-IEDPRX,20.413,4739,480,2,438
1428-IEDPRZ,16.939,6243,449,6,1573
1429-UYJSV,25.475,4573,284,4,901
1429-UYJSVA,20.155,2911,245,4,123
1429-UYJSVC,36.379,1615,129,3,0
1429-UYJSVCH,44.047,6746,524,7,851
1429-UYJSVH,110.979,2321,253,3,572
1429-UYJSVW,23.952,7206,497,2,1587
1429-UYJSVX,33.656,4736,385,4,488
1429-UYJSVZ,63.969,2980,297,3,96
1430-SFQSA,13.109,3368,349,3,747
1430-SFQSAA,34.332,3370,253,2,147
1430-SFQSAC,124.024,3776,213,5,0
1430-SFQSACH,37.519,10384,385,4,1573
1430-SFQSAH,126.482,4490,308,2,716
1430-SFQSAW,33.332,1468,158,2,0
1430-SFQSAX,33.006,2320,183,1,0
1430-SFQSAZ,116.823,10748,263,5,501
1431-AIDJQ,39.527,2169,181,3,0
1431-AIDJQA,48.765,3081,241,3,200
1431-AIDJQC,21.405,7440,456,3,401
1431-AIDJQCH,33.111,1311,131,3,0
1431-AIDJQH,102.744,10578,500,4,1597
1431-AIDJQW,158.889,8228,412,5,1073
1431-AIDJQX,31.941,1833,122,3,0
1431-AIDJQZ,14.1,2329,283,2,181
1431-CYWMH,59.597,4484,306,2,253
1431-CYWMHA,44.816,7058,559,1,608
1431-CYWMHC,19.409,2285,209,3,0
1431-CYWMHCH,20.263,3832,299,2,107
1431-CYWMHH,14.72,9664,183,3,308
1431-CYWMHW,19.143,1933,151,2,0
1431-CYWMHX,10.627,9640,541,2,321
1431-CYWMHZ,73.314,10578,451,3,1016
1432-FPAXX,27.002,5626,415,5,514
1432-FPAXXA,59.28,3989,295,2,0
1432-FPAXXC,47.867,10576,469,3,0
1432-FPAXXCH,130.458,3753,289,2,371
1432-FPAXXH,23.839,3251,251,2,452
1432-FPAXXW,143.989,1669,221,5,0
1432-FPAXXX,53.738,9170,658,6,1000
1432-FPAXXZ,38.457,5040,355,1,823
1436-ZMJAN,160.231,10384,592,2,1242
1436-ZMJANA,25.902,5581,451,4,706
1436-ZMJANC,68.866,1346,120,3,0
1436-ZMJANCH,28.985,3309,204,2,194
1436-ZMJANH,37.593,1813,162,3,0
1436-ZMJANW,29.539,5441,316,4,969
1436-ZMJANX,26.164,3356,256,3,78
1436-ZMJANZ,12.478,4198,336,4,783
1439-LCGVL,37.696,9658,632,2,664
1439-LCGVLA,159.341,10706,699,3,60
1439-LCGVLC,148.571,1385,145,1,0
1439-LCGVLCH,158.889,6719,433,5,960
1439-LCGVLH,52.947,3488,289,5,783
1439-LCGVLW,11.028,5664,412,2,399
1439-LCGVLX,47.926,1470,150,1,0
1439-LCGVLZ,51.982,5233,578,3,477
1442-BQPVU,150.925,3864,254,3,455
1442-BQPVUA,24.522,4873,352,3,710
1442-BQPVUC,29.532,1887,199,2,0
1442-BQPVUCH,55.202,3551,269,2,1000
1442-BQPVUH,60.647,5748,417,1,406
1442-BQPVUW,17.802,1865,144,3,0
1442-BQPVUX,65.424,7574,499,1,814
1442-BQPVUZ,24.023,1666,142,1,37
1442-OKRJE,39.292,5012,378,2,849
1442-OKRJEA,53.191,7236,530,3,730
1442-OKRJEC,128.062,8890,565,3,1233
1442-OKRJECH,22.551,3371,359,3,279
1442-OKRJEH,23.868,3307,205,1,486
1442-OKRJEW,38.354,2835,191,1,0
1442-OKRJEX,10.627,5417,419,4,1235
1442-OKRJEZ,25.066,1660,180,3,0
1444-VVSGW,20.688,2647,186,3,0
1444-VVSGWA,14.119,2879,174,2,0
1444-VVSGWC,58.416,6776,435,3,373
1444-VVSGWCH,21.962,2220,186,2,5
1444-VVSGWH,43.397,5603,452,4,722
1444-VVSGWW,21.331,7434,668,2,1586
1444-VVSGWX,111.536,8520,583,2,1596
1444-VVSGWZ,58.516,7283,759,2,860
1447-GIQMR,94.964,2363,155,1,0
1447-GIQMRA,20.42,5861,433,4,409
1447-GIQMRC,47.54,7657,399,3,1374
1447-GIQMRCH,19.103,3769,298,1,239
1447-GIQMRH,38.666,4769,363,1,545
1447-GIQMRW,15.564,6110,275,3,270
1447-GIQMRX,52.02,4144,340,3,252
1447-GIQMRZ,33.689,1878,126,2,0
1447-PJGGA,59.978,5169,476,1,442
1447-PJGGAA,38.985,1866,135,5,5
1447-PJGGAC,14.433,4380,333,2,152
1447-PJGGACH,62.094,5144,330,3,0
1447-PJGGAH,155.989,9329,569,5,1458
1447-PJGGAW,69.065,4849,355,5,6
1447-PJGGAX,15.454,3320,297,2,398
1447-PJGGAZ,26.494,3704,275,3,279
1448-CYWKC,15.735,5315,410,2,1072
1448-CYWKCA,71.365,5243,470,2,353
1448-CYWKCC,46.872,5834,360,3,372
1448-CYWKCCH,20.258,4446,321,5,174
1448-CYWKCH,21.705,5124,401,7,981
1448-CYWKCW,40.592,3047,287,2,759
1448-CYWKCX,66.898,5462,367,3,744
1448-CYWKCZ,58.152,4756,319,2,701
1448-PWKYE,33.181,3724,269,4,300
1448-PWKYEA,11.212,5473,457,2,599
1448-PWKYEC,17.349,1936,126,2,20
1448-PWKYECH,11.155,1471,329,4,0
1448-PWKYEH,81.539,5087,438,3,902
1448-PWKYEW,35.837,4745,329,3,1084
1448-PWKYEX,36.654,2297,182,4,0
1448-PWKYEZ,10.627,6300,451,6,261
1449-XQEMT,153.041,2834,223,1,423
1449-XQEMTA,88.02,3137,273,1,80
1449-XQEMTC,13.735,1372,187,4,0
1449-XQEMTCH,23.445,2381,291,2,0
1449-XQEMTH,13.314,5693,269,6,602
1449-XQEMTW,25.322,3311,307,2,900
1449-XQEMTX,52.961,8706,544,2,15
1449-XQEMTZ,39.175,3945,236,1,533
1450-GALXR,64.59,6000,455,1,965
1450-GALXRA,56.481,5875,310,5,499
1450-GALXRC,30.761,7040,422,3,1545
1450-GALXRCH,31.511,6213,274,3,521
1450-GALXRH,35.678,4163,372,4,123
1450-GALXRW,15.477,2860,126,4,0
1450-GALXRX,49.003,6504,419,1,1323
1450-GALXRZ,50.58,1251,178,5,0
1450-SKCVI,30.801,1979,119,1,0
1450-SKCVIA,36.111,3333,254,6,203
1450-SKCVIC,26.58,4121,320,4,88
1450-SKCVICH,34.785,5066,219,2,683
1450-SKCVIH,12.874,5061,389,3,768
1450-SKCVIW,19.604,3425,282,3,171
1450-SKCVIX,28.964,5422,439,2,853
1450-SKCVIZ,16.31,2152,233,4,288
1452-KIOVK,26.48,3861,211,2,103
1452-KIOVKA,53.99,4523,429,2,1170
1452-KIOVKC,28.002,1272,180,1,0
1452-KIOVKCH,59.133,5675,302,3,425
1452-KIOVKH,55.001,6250,532,4,834
1452-KIOVKW,37.464,5461,383,1,769
1452-KIOVKX,38.155,1808,189,3,95
1452-KIOVKZ,78.56,1789,265,3,0
1452-UZOSF,33.776,3426,277,2,75
1452-UZOSFA,19.431,6344,389,3,746
1452-UZOSFC,56.382,5399,331,3,868
1452-UZOSFCH,14.772,2180,121,2,0
1452-UZOSFH,30.744,5748,367,3,180
1452-UZOSFW,31.638,3241,280,1,149
1452-UZOSFX,36.846,5320,375,2,383
1452-UZOSFZ,158.889,4967,466,1,545
1452-VOQCH,120.37,10578,307,2,371
1452-VOQCHA,18.561,1210,185,3,0
1452-VOQCHC,35.555,3202,230,2,1
1452-VOQCHCH,16.36,4104,385,3,855
1452-VOQCHH,37.839,2621,169,4,0
1452-VOQCHW,45.845,4373,346,3,918
1452-VOQCHX,51.038,4886,332,2,706
1452-VOQCHZ,60.126,6552,479,2,1597
1452-XRSJV,33.087,3479,281,2,544
1452-XRSJVA,122.103,3050,261,5,713
1452-XRSJVC,43.001,5714,350,4,556
1452-XRSJVCH,11.684,3866,229,3,408
1452-XRSJVH,33.652,2128,128,1,0
1452-XRSJVW,17.69,2469,120,2,0
1452-XRSJVX,15.768,1311,168,3,0
1452-XRSJVZ,26.479,2327,182,3,0
1453-RZFON,30.821,6981,455,1,222
1453-RZFONA,34.471,3909,448,1,307
1453-RZFONC,40.413,2310,169,3,0
1453-RZFONCH,16.504,1669,279,6,203
1453-RZFONH,48.479,6147,460,3,667
1453-RZFONW,21.916,3825,388,3,294
1453-RZFONX,10.735,2609,229,1,25
1453-RZFONZ,34.029,2039,141,3,0
1455-ESIQH,62.404,6565,500,2,1038
1455-ESIQHA,73.46,4790,381,5,543
1455-ESIQHC,149.316,4730,284,1,767
1455-ESIQHCH,92.057,6450,414,3,757
1455-ESIQHH,53.785,3701,293,4,0
1455-ESIQHW,23.232,6170,487,2,1592
1455-ESIQHX,27.007,1300,152,3,0
1455-ESIQHZ,65.474,5682,332,2,408
1455-HFBXA,34.379,2469,267,5,0
1455-HFBXAA,63.726,6478,356,3,205
1455-HFBXAC,10.671,4870,490,2,463
1455-HFBXACH,15.134,1170,145,5,0
1455-HFBXAH,26.837,6366,257,3,338
1455-HFBXAW,16.614,4356,398,3,798
1455-HFBXAX,36.644,5614,356,1,996
1455-HFBXAZ,21.361,4326,346,1,1161
1455-UGQVH,11.721,3799,218,4,488
1455-UGQVHA,27.759,1383,179,3,0
1455-UGQVHC,30.819,1233,162,3,0
1455-UGQVHCH,25.215,5237,336,2,432
1455-UGQVHH,67.847,2559,251,6,0
1455-UGQVHW,11.809,5975,329,3,450
1455-UGQVHX,28.266,3973,261,5,498
1455-UGQVHZ,27.977,3626,184,3,0
1456-TWCGB,12.36,2573,139,1,0
1456-TWCGBA,27.371,2560,142,4,0
1456-TWCGBC,20.275,4113,315,3,138
1456-TWCGBCH,51.429,3330,222,2,141
1456-TWCGBH,36.961,5037,322,5,488
1456-TWCGBW,35.938,3670,261,3,437
1456-TWCGBX,16.806,5996,375,3,531
1456-TWCGBZ,24.713,3996,237,2,260
1459-QNFQT,53.099,5349,500,4,302
1459-QNFQTA,31.832,3924,238,2,442
1459-QNFQTC,23.789,5177,399,5,421
1459-QNFQTCH,23.099,2541,148,3,0
1459-QNFQTH,43.181,3978,374,2,237
1459-QNFQTW,34.405,4643,362,3,1512
1459-QNFQTX,46.058,1470,198,3,0
1459-QNFQTZ,11.926,6760,295,2,392
1460-UZPRJ,34.617,4425,345,1,611
1460-UZPRJA,17.449,3007,227,3,97
1460-UZPRJC,22.009,2234,181,3,0
1460-UZPRJCH,93.644,5287,397,3,135
1460-UZPRJH,25.844,1654,168,3,0
1460-UZPRJW,63.666,4874,335,7,338
1460-UZPRJX,71.509,7998,494,4,1192
1460-UZPRJZ,20.957,4303,315,2,353
1465-LNTLJ,53.95,2286,194,2,0
1465-LNTLJA,53.425,5624,377,6,673
1465-LNTLJC,19.116,5803,338,1,515
1465-LNTLJCH,137.113,10748,311,1,656
1465-LNTLJH,22.362,8457,521,3,570
1465-LNTLJW,31.713,2626,134,3,0
1465-LNTLJX,10.627,5185,392,4,800
1465-LNTLJZ,38.545,4401,351,5,159
1465-VINDH,28.217,2159,161,3,0
1465-VINDHA,13.352,3188,261,2,380
1465-VINDHC,27.585,3905,267,3,375
1465-VINDHCH,43.647,5984,598,4,1497
1465-VINDHH,30.595,5232,368,3,997
1465-VINDHW,16.475,2326,221,5,0
1465-VINDHX,14.927,2851,217,7,0
1465-VINDHZ,14.069,2571,134,3,0
1465-WCZVT,22.367,4455,362,1,903
1465-WCZVTA,49.463,11200,574,2,0
1465-WCZVTC,75.087,6354,432,3,1499
1465-WCZVTCH,13.063,3234,140,5,0
1465-WCZVTH,130.145,7563,499,1,1425
1465-WCZVTW,27.379,3901,206,2,82
1465-WCZVTX,58.579,10384,379,1,1349
1465-WCZVTZ,71.419,9026,477,3,291
1468-DEFNC,18.079,4357,311,2,961
1468-DEFNCA,150.789,7556,357,1,663
1468-DEFNCC,21.582,5844,383,3,1539
1468-DEFNCCH,11.75,2251,160,2,0
1468-DEFNCH,29.505,4663,386,2,592
1468-DEFNCW,60.774,5439,327,4,535
1468-DEFNCX,157.299,4205,293,2,661
1468-DEFNCZ,18.63,1702,120,2,0
1469-LBJQJ,10.726,5650,350,1,783
1469-LBJQJA,114.155,5157,320,3,970
1469-LBJQJC,13.505,4409,447,3,728
1469-LBJQJCH,67.376,1387,165,3,0
1469-LBJQJH,13.747,4412,349,4,605
1469-LBJQJW,50.818,4426,333,2,331
1469-LBJQJX,87.307,3273,297,1,301
1469-LBJQJZ,17.926,3438,229,2,178
1470-PSXNM,52.742,5069,383,2,563
1470-PSXNMA,13.195,2251,285,2,0
1470-PSXNMC,17.771,3362,259,1,474
1470-PSXNMCH,39.423,4927,353,4,575
1470-PSXNMH,34.002,2176,231,2,0
1470-PSXNMW,45.857,6688,506,2,876
1470-PSXNMX,89.557,4215,371,2,611
1470-PSXNMZ,58.028,6124,582,6,426
1471-GIQKQ,12.765,3149,468,3,841
1471-GIQKQA,33.581,3207,299,4,3
1471-GIQKQC,25.959,9544,424,4,1448
1471-GIQKQCH,17.214,2700,192,3,0
1471-GIQKQH,158.889,1570,229,2,433
1471-GIQKQW,39.388,6010,476,4,525
1471-GIQKQX,11.265,2836,121,4,0
1471-GIQKQZ,10.627,5242,309,1,958
1472-TNCWL,141.267,1760,166,5,0
1472-TNCWLA,60.456,3661,317,2,6
1472-TNCWLC,44.816,3313,239,3,300
1472-TNCWLCH,10.726,1860,139,3,0
1472-TNCWLH,129.045,1557,182,2,408
1472-TNCWLW,20.019,4294,349,4,7
1472-TNCWLX,43.957,1567,294,5,0
1472-TNCWLZ,41.11,2015,254,3,531
1474-JUWSM,53.156,5421,479,2,200
1474-JUWSMA,21.41,3635,210,2,461
1474-JUWSMC,15.934,2564,238,3,190
1474-JUWSMCH,42.57,6518,333,3,394
1474-JUWSMH,160.231,1134,380,3,508
1474-JUWSMW,36.052,3320,272,3,210
1474-JUWSMX,19.58,2147,229,5,0
1474-JUWSMZ,30.267,1566,148,3,0
1475-VWVDO,158.581,5306,386,2,902
1475-VWVDOA,27.086,5392,480,5,977
1475-VWVDOC,29.079,5876,386,3,878
1475-VWVDOCH,17.43,3011,292,3,185
1475-VWVDOH,11.005,1407,120,3,0
1475-VWVDOW,158.889,7422,581,4,236
1475-VWVDOX,57.94,6177,730,3,74
